EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,HourlyRate,DailyRate,PercentSalaryHike,DistanceFromHome,BusinessTravel,OverTime,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,StockOptionLevel,Attrition,Over18,StandardHours
1176,26,Male,Divorced,5,Medical,Research & Development,Research Scientist,4,6,1,1,4,9578.4,59.86,478.88,20,13,Travel_Rarely,Yes,0,10,1,4,3,1,4,2,3,1,No,Y,80
1177,48,Male,Married,4,Marketing,Sales,Sales Executive,2,7,7,1,3,15348,95.92,767.36,10,11,Travel_Rarely,Yes,6,21,0,2,4,2,4,3,3,2,No,Y,80
1178,33,Male,Married,2,Human Resources,Finance,Accountant,3,9,9,4,3,25628.4,160.18,1281.44,25,14,Non-Travel,No,8,12,6,1,1,3,2,2,3,2,Yes,Y,80
1179,42,Male,Divorced,4,Technical Degree,Sales,Sales Representative,3,22,5,0,6,24201,151.26,1210.08,10,25,Travel_Frequently,No,9,23,1,3,1,2,1,3,4,1,No,Y,80
1180,48,Male,Single,4,Technical Degree,Sales,Sales Executive,2,6,5,4,1,12921.6,80.76,646.08,5,6,Non-Travel,No,5,21,3,2,4,2,3,4,4,2,No,Y,80
1181,58,Male,Divorced,2,Marketing,Finance,Accountant,1,2,1,1,2,5048.4,31.55,252.4,19,1,Travel_Rarely,No,2,13,3,4,4,1,1,2,3,2,No,Y,80
1182,35,Male,Single,1,Life Sciences,IT,Systems Administrator,3,12,3,0,8,24226.2,151.41,1211.28,9,19,Travel_Rarely,No,8,16,4,4,2,2,1,1,4,1,Yes,Y,80
1183,36,Female,Divorced,4,Marketing,Human Resources,Recruiter,3,4,2,0,4,7543.8,47.15,377.2,5,3,Non-Travel,No,0,13,1,4,3,1,4,2,3,3,No,Y,80
1184,62,Male,Married,3,Life Sciences,Research & Development,R&D Manager,3,11,5,1,0,4140,25.88,207.04,16,29,Travel_Rarely,Yes,8,14,4,3,3,2,2,4,4,1,No,Y,80
1185,35,Male,Married,1,Technical Degree,Research & Development,Research Scientist,2,10,0,0,8,6939.6,43.37,346.96,5,23,Travel_Rarely,No,2,18,1,4,3,2,1,4,3,1,No,Y,80
1186,60,Male,Single,4,Other,Finance,Financial Analyst,1,13,6,6,8,5832,36.45,291.6,14,1,Travel_Rarely,Yes,0,21,2,3,3,1,1,4,3,3,Yes,Y,80
1187,22,Female,Single,5,Marketing,Human Resources,Recruiter,3,17,0,0,5,25093.8,156.84,1254.72,25,4,Travel_Frequently,No,4,21,4,4,2,1,2,3,3,2,Yes,Y,80
1188,63,Male,Divorced,4,Human Resources,IT,IT Manager,4,3,3,1,3,11186.4,69.91,559.28,15,12,Travel_Rarely,Yes,2,7,5,1,3,2,4,4,3,1,No,Y,80
1189,25,Female,Divorced,3,Technical Degree,Finance,Financial Analyst,3,23,10,3,5,4977,31.11,248.88,8,3,Travel_Rarely,No,2,33,2,4,2,4,4,2,3,1,No,Y,80
1190,39,Female,Divorced,5,Life Sciences,Research & Development,Research Scientist,3,29,5,0,7,7070.4,44.19,353.52,22,14,Travel_Rarely,No,2,34,4,2,3,3,3,3,3,1,Yes,Y,80
1191,58,Female,Married,4,Marketing,Finance,Accountant,5,19,1,1,3,44595,278.72,2229.76,19,19,Non-Travel,Yes,0,28,6,3,4,4,2,4,4,2,No,Y,80
1192,27,Male,Married,1,Human Resources,IT,Software Engineer,5,18,7,0,1,23133,144.58,1156.64,10,6,Travel_Rarely,Yes,3,30,5,4,1,1,2,3,3,0,Yes,Y,80
1193,22,Male,Divorced,4,Marketing,Finance,Financial Analyst,1,23,3,3,2,5785.8,36.16,289.28,8,21,Travel_Frequently,No,0,30,1,4,3,2,3,4,3,0,No,Y,80
1194,37,Female,Divorced,4,Technical Degree,Research & Development,Research Scientist,5,0,0,0,0,17658,110.36,882.88,20,19,Travel_Frequently,No,4,10,3,3,3,3,1,1,3,1,No,Y,80
1195,46,Male,Divorced,3,Marketing,Research & Development,Lab Technician,4,26,5,1,6,6016.8,37.61,300.88,13,8,Travel_Frequently,Yes,9,36,5,1,4,4,3,3,3,1,No,Y,80
1196,43,Female,Married,5,Life Sciences,Finance,Accountant,5,9,3,3,0,30024,187.65,1501.2,11,2,Travel_Frequently,Yes,7,23,3,1,2,3,1,1,3,1,No,Y,80
1197,31,Male,Single,2,Other,IT,Software Engineer,3,0,0,0,0,20752.2,129.7,1037.6,23,20,Travel_Frequently,Yes,8,10,5,1,2,2,1,2,4,3,No,Y,80
1198,51,Male,Single,3,Other,Human Resources,HR Associate,3,19,7,2,4,21123,132.02,1056.16,6,7,Travel_Rarely,Yes,3,27,3,4,1,3,4,3,4,1,No,Y,80
1199,45,Female,Married,4,Life Sciences,Research & Development,Research Scientist,1,13,1,1,4,1923.6,12.02,96.16,11,14,Travel_Frequently,No,5,21,6,4,4,1,2,1,3,1,No,Y,80
1200,62,Male,Single,4,Other,Sales,Sales Representative,3,0,0,0,0,8136,50.85,406.8,10,28,Travel_Rarely,Yes,0,11,3,3,3,4,3,2,3,2,No,Y,80
1201,43,Female,Divorced,3,Life Sciences,Research & Development,Lab Technician,2,22,5,5,0,12224.4,76.4,611.2,20,16,Non-Travel,No,3,29,5,2,4,4,2,1,3,3,Yes,Y,80
1202,37,Male,Married,5,Technical Degree,Research & Development,Lab Technician,5,0,0,0,0,9048,56.55,452.4,23,15,Travel_Frequently,No,0,12,0,4,1,4,4,1,4,0,No,Y,80
1203,33,Male,Single,1,Medical,IT,Systems Administrator,3,9,9,0,7,16470,102.94,823.52,24,16,Travel_Rarely,Yes,6,14,5,1,2,2,2,1,3,1,No,Y,80
1204,63,Female,Divorced,2,Life Sciences,Sales,Sales Representative,2,0,0,0,0,5806.8,36.29,290.32,18,2,Travel_Rarely,Yes,2,7,5,4,4,3,2,4,3,2,No,Y,80
1205,53,Female,Divorced,5,Human Resources,Finance,Financial Analyst,5,29,2,0,6,15510,96.94,775.52,9,6,Non-Travel,Yes,1,34,3,1,3,3,4,4,3,2,Yes,Y,80
1206,53,Female,Married,1,Human Resources,Finance,Finance Manager,1,20,6,4,7,2729.4,17.06,136.48,25,9,Travel_Frequently,Yes,5,34,1,4,4,3,4,4,3,2,Yes,Y,80
1207,60,Male,Married,4,Marketing,Finance,Accountant,4,24,0,0,1,10394.4,64.97,519.76,24,17,Non-Travel,No,2,33,1,4,1,2,2,4,3,0,No,Y,80
1208,38,Female,Single,4,Life Sciences,Sales,Sales Representative,2,27,7,1,8,10740,67.12,536.96,6,11,Travel_Frequently,No,8,27,6,2,1,4,4,3,4,2,No,Y,80
1209,51,Male,Divorced,5,Medical,Sales,Sales Executive,3,4,4,4,3,14601.6,91.26,730.08,13,3,Travel_Frequently,Yes,1,6,4,3,1,4,1,1,3,3,No,Y,80
1210,45,Male,Single,1,Technical Degree,Finance,Finance Manager,1,23,0,0,4,1771.8,11.07,88.56,14,8,Travel_Rarely,No,8,34,5,4,4,4,2,3,3,0,No,Y,80
1211,27,Male,Single,5,Life Sciences,Sales,Sales Manager,4,1,1,1,1,33775.2,211.09,1688.72,16,1,Non-Travel,Yes,0,12,0,2,3,3,4,2,3,1,No,Y,80
1212,24,Male,Single,1,Other,Research & Development,R&D Manager,4,11,9,7,4,30295.2,189.34,1514.72,19,22,Non-Travel,No,3,24,2,4,3,3,2,3,3,2,No,Y,80
1213,25,Male,Married,1,Technical Degree,Human Resources,HR Associate,3,24,3,3,4,4759.2,29.74,237.92,16,3,Travel_Rarely,Yes,7,31,6,4,4,4,4,4,3,3,No,Y,80
1214,55,Male,Married,3,Technical Degree,Sales,Sales Representative,3,19,10,0,5,18963,118.52,948.16,14,20,Non-Travel,No,8,21,2,3,1,1,2,3,3,1,No,Y,80
1215,65,Male,Married,4,Marketing,Human Resources,HR Manager,1,18,9,6,3,2995.2,18.72,149.76,13,12,Travel_Rarely,No,2,32,5,1,1,1,1,1,4,2,No,Y,80
1216,56,Male,Married,4,Other,Finance,Finance Manager,5,17,10,5,3,14154,88.46,707.68,7,8,Travel_Frequently,No,1,23,0,4,2,3,1,1,4,1,No,Y,80
1217,38,Female,Single,3,Human Resources,Finance,Finance Manager,2,0,0,0,0,13147.2,82.17,657.36,10,27,Non-Travel,No,8,3,5,2,1,3,4,3,3,2,No,Y,80
1218,22,Female,Married,2,Human Resources,Research & Development,Lab Technician,1,15,8,4,7,2971.8,18.57,148.56,7,9,Travel_Frequently,Yes,7,20,3,3,1,3,3,2,3,1,No,Y,80
1219,61,Female,Divorced,5,Other,IT,Software Engineer,5,17,8,7,7,22251,139.07,1112.56,14,9,Travel_Frequently,No,7,26,0,2,3,1,1,2,3,1,No,Y,80
1220,43,Male,Divorced,4,Medical,Finance,Accountant,1,22,9,3,4,4904.4,30.65,245.2,12,17,Non-Travel,Yes,1,26,6,3,3,3,4,2,3,2,No,Y,80
1221,45,Male,Married,5,Technical Degree,Research & Development,R&D Manager,2,22,3,0,7,2954.4,18.46,147.68,18,11,Non-Travel,No,8,22,6,3,2,1,4,1,3,1,No,Y,80
1222,37,Female,Single,1,Medical,Finance,Finance Manager,2,25,10,7,1,12955.2,80.97,647.76,18,21,Non-Travel,Yes,4,34,3,3,4,2,1,1,3,0,Yes,Y,80
1223,53,Male,Divorced,2,Human Resources,Finance,Finance Manager,1,28,6,6,1,4335,27.09,216.72,14,12,Non-Travel,No,8,40,3,2,3,4,3,3,3,0,Yes,Y,80
1224,43,Male,Single,1,Medical,IT,IT Manager,5,12,6,0,5,36150,225.94,1807.52,13,13,Non-Travel,No,2,17,5,3,4,1,3,2,3,0,No,Y,80
1225,61,Male,Divorced,5,Technical Degree,Sales,Sales Manager,2,6,2,0,3,10904.4,68.15,545.2,17,17,Travel_Frequently,No,2,20,6,4,4,2,4,3,3,1,No,Y,80
1226,23,Female,Divorced,2,Medical,Sales,Sales Manager,4,14,8,3,4,22008,137.55,1100.4,7,24,Travel_Rarely,No,2,21,6,2,3,3,3,4,3,3,No,Y,80
1227,50,Male,Married,1,Life Sciences,Human Resources,HR Manager,2,10,8,5,7,6692.4,41.83,334.64,6,5,Travel_Frequently,Yes,2,15,4,3,4,1,3,2,3,0,No,Y,80
1228,43,Male,Married,3,Marketing,Finance,Finance Manager,5,23,10,3,7,28518,178.24,1425.92,25,2,Travel_Frequently,Yes,1,36,3,1,3,4,3,4,4,3,No,Y,80
1229,43,Female,Married,5,Life Sciences,Human Resources,HR Manager,5,21,4,4,7,42672,266.7,2133.6,12,7,Travel_Rarely,Yes,9,23,5,2,3,3,3,4,4,3,Yes,Y,80
1230,32,Female,Single,5,Marketing,Human Resources,Recruiter,5,21,4,2,6,19494,121.84,974.72,6,16,Travel_Frequently,Yes,8,31,1,1,1,2,1,2,4,1,No,Y,80
1231,29,Male,Single,5,Technical Degree,Sales,Sales Representative,2,17,3,3,5,10741.2,67.13,537.04,22,20,Travel_Rarely,No,8,19,0,1,1,3,2,2,3,1,No,Y,80
1232,23,Female,Single,4,Technical Degree,Research & Development,R&D Manager,4,2,2,2,2,28711.2,179.44,1435.52,18,22,Non-Travel,No,7,11,2,4,3,3,3,3,3,2,No,Y,80
1233,62,Male,Married,2,Human Resources,Sales,Sales Representative,1,9,8,5,4,1930.2,12.06,96.48,22,8,Non-Travel,No,2,19,1,3,2,1,4,2,3,0,No,Y,80
1234,28,Female,Single,5,Other,Research & Development,Research Scientist,3,26,5,5,4,24553.8,153.46,1227.68,14,11,Travel_Rarely,Yes,3,27,6,2,4,4,3,4,3,1,No,Y,80
1235,34,Male,Divorced,3,Other,Research & Development,Research Scientist,1,25,2,2,4,1294.2,8.09,64.72,10,19,Travel_Rarely,No,3,34,5,1,3,1,2,1,4,0,No,Y,80
1236,44,Male,Married,5,Marketing,IT,IT Manager,1,22,0,0,7,7174.2,44.84,358.72,13,3,Travel_Rarely,Yes,2,32,2,4,1,1,1,1,3,2,No,Y,80
1237,38,Male,Divorced,3,Technical Degree,Sales,Sales Executive,2,19,10,6,2,11476.8,71.73,573.84,18,18,Travel_Frequently,Yes,2,34,1,3,2,1,1,2,3,1,No,Y,80
1238,54,Male,Single,2,Life Sciences,Sales,Sales Representative,5,27,4,0,2,36378,227.36,1818.88,21,20,Travel_Rarely,Yes,9,39,5,4,3,3,2,2,3,0,No,Y,80
1239,54,Male,Single,1,Other,Research & Development,Research Scientist,3,12,8,3,1,16642.8,104.02,832.16,9,8,Travel_Frequently,No,7,13,2,1,4,1,1,2,3,0,No,Y,80
1240,40,Female,Single,3,Life Sciences,Sales,Sales Executive,2,25,2,0,3,7755.6,48.47,387.76,13,19,Travel_Frequently,No,0,40,0,3,4,4,3,1,4,3,No,Y,80
1241,44,Male,Divorced,4,Medical,Research & Development,Research Scientist,4,24,3,1,6,5824.8,36.41,291.28,11,22,Travel_Frequently,Yes,1,25,2,4,1,2,4,2,3,3,No,Y,80
1242,22,Male,Married,5,Human Resources,Human Resources,HR Manager,5,27,6,6,3,41178,257.36,2058.88,9,25,Travel_Rarely,Yes,7,28,0,4,1,3,1,1,3,0,Yes,Y,80
1243,57,Male,Married,2,Medical,Research & Development,Research Scientist,3,6,0,0,5,19362.6,121.02,968.16,20,10,Travel_Frequently,Yes,9,11,1,4,3,1,4,2,3,2,No,Y,80
1244,65,Male,Married,5,Marketing,Human Resources,HR Manager,3,27,1,1,1,20588.4,128.68,1029.44,18,26,Travel_Rarely,Yes,4,32,6,2,4,4,2,4,3,1,Yes,Y,80
1245,56,Male,Single,1,Marketing,Research & Development,Lab Technician,3,14,5,4,6,16018.2,100.11,800.88,13,17,Travel_Frequently,No,4,17,3,2,4,1,2,1,3,0,No,Y,80
1246,32,Female,Divorced,4,Technical Degree,Finance,Financial Analyst,1,8,5,4,0,6241.2,39.01,312.08,8,4,Non-Travel,No,4,10,2,4,2,1,3,2,3,0,No,Y,80
1247,29,Female,Single,3,Technical Degree,Sales,Sales Executive,4,2,1,1,2,34231.2,213.94,1711.52,5,26,Travel_Frequently,No,5,10,3,3,3,2,4,2,3,2,No,Y,80
1248,53,Male,Married,1,Marketing,Sales,Sales Executive,3,28,10,4,5,11880,74.25,594,15,28,Non-Travel,No,6,41,0,1,2,1,1,1,3,3,No,Y,80
1249,31,Male,Married,2,Medical,IT,Software Engineer,5,15,4,2,1,38028,237.68,1901.44,19,24,Travel_Rarely,No,8,22,4,3,1,3,4,1,4,1,No,Y,80
1250,48,Male,Divorced,3,Life Sciences,IT,Systems Administrator,1,6,6,4,0,3564.6,22.28,178.24,13,27,Non-Travel,No,8,14,1,4,4,1,1,4,3,3,No,Y,80
1251,64,Female,Divorced,3,Other,Sales,Sales Representative,2,19,5,4,4,14452.8,90.33,722.64,17,14,Non-Travel,No,4,23,6,1,4,3,4,2,3,1,No,Y,80
1252,29,Male,Married,1,Other,Finance,Financial Analyst,3,9,7,4,5,20853,130.33,1042.64,10,8,Travel_Frequently,Yes,6,15,4,2,2,4,3,4,3,0,Yes,Y,80
1253,22,Female,Married,5,Life Sciences,Research & Development,R&D Manager,5,9,9,5,7,25908,161.93,1295.44,7,24,Non-Travel,Yes,0,17,6,3,3,1,3,2,3,1,No,Y,80
1254,31,Female,Divorced,2,Other,Research & Development,Lab Technician,2,21,8,7,5,10369.2,64.81,518.48,20,19,Non-Travel,Yes,3,22,1,4,3,4,3,4,4,3,Yes,Y,80
1255,43,Male,Divorced,5,Medical,Sales,Sales Manager,4,30,0,0,1,33170.4,207.31,1658.48,5,16,Non-Travel,Yes,1,43,0,1,3,4,3,3,3,0,No,Y,80
1256,25,Male,Divorced,4,Marketing,Human Resources,HR Associate,3,27,7,3,8,19719,123.24,985.92,25,25,Travel_Frequently,Yes,3,42,5,4,3,4,4,1,3,0,No,Y,80
1257,37,Female,Single,3,Life Sciences,Research & Development,Research Scientist,5,26,0,0,2,25962,162.26,1298.08,20,19,Non-Travel,Yes,9,39,5,4,4,1,2,4,3,1,No,Y,80
1258,58,Male,Divorced,3,Technical Degree,Sales,Sales Representative,3,12,10,2,1,26263.8,164.15,1313.2,5,27,Travel_Rarely,Yes,7,12,6,1,4,1,2,4,3,0,No,Y,80
1259,49,Female,Divorced,2,Medical,Sales,Sales Representative,1,18,8,3,4,6160.2,38.5,308,13,20,Travel_Rarely,No,7,27,4,4,4,2,4,3,3,3,No,Y,80
1260,43,Female,Married,3,Technical Degree,Research & Development,Lab Technician,4,12,5,4,1,35210.4,220.06,1760.48,24,17,Travel_Rarely,Yes,7,20,3,4,3,1,1,2,3,1,No,Y,80
1261,33,Male,Married,2,Technical Degree,IT,Systems Administrator,1,6,2,2,4,4594.2,28.71,229.68,10,30,Travel_Frequently,No,3,13,0,1,4,3,1,4,3,0,No,Y,80
1262,31,Female,Divorced,2,Marketing,Finance,Accountant,4,11,1,1,5,32642.4,204.02,1632.16,22,7,Travel_Frequently,Yes,0,22,6,2,4,4,2,2,3,3,No,Y,80
1263,30,Female,Single,5,Marketing,Finance,Financial Analyst,5,7,7,2,3,30441,190.26,1522.08,10,6,Travel_Frequently,Yes,1,8,1,2,4,1,1,3,3,1,No,Y,80
1264,35,Male,Divorced,4,Life Sciences,Human Resources,HR Associate,2,7,3,1,7,12517.2,78.23,625.84,11,18,Travel_Frequently,No,6,9,1,3,4,1,3,4,3,0,No,Y,80
1265,65,Female,Divorced,1,Technical Degree,Finance,Finance Manager,4,17,0,0,4,19329.6,120.81,966.48,16,10,Travel_Frequently,Yes,1,28,3,2,4,2,4,3,3,1,No,Y,80
1266,34,Female,Divorced,5,Technical Degree,IT,IT Manager,3,19,3,3,2,19116,119.47,955.76,22,7,Non-Travel,Yes,3,33,4,4,2,2,1,3,3,1,Yes,Y,80
1267,59,Female,Divorced,4,Marketing,Human Resources,HR Associate,1,4,4,0,4,5484.6,34.28,274.24,18,29,Non-Travel,No,0,16,5,4,2,3,4,4,3,2,No,Y,80
1268,37,Female,Single,5,Human Resources,Human Resources,Recruiter,5,2,0,0,2,22461,140.38,1123.04,10,10,Travel_Rarely,No,6,7,1,1,3,3,4,2,4,3,No,Y,80
1269,36,Female,Divorced,5,Marketing,IT,Software Engineer,5,9,0,0,8,33666,210.41,1683.28,16,11,Non-Travel,No,6,20,3,3,2,1,4,1,3,1,Yes,Y,80
1270,27,Male,Single,2,Other,Finance,Financial Analyst,4,21,6,3,2,18597.6,116.23,929.84,17,22,Travel_Frequently,Yes,2,26,5,2,3,4,3,2,3,0,No,Y,80
1271,22,Female,Single,5,Life Sciences,Sales,Sales Manager,1,9,8,6,6,8277.6,51.73,413.84,5,24,Travel_Frequently,Yes,2,22,2,3,4,2,4,3,3,2,Yes,Y,80
1272,25,Female,Divorced,1,Human Resources,Research & Development,Lab Technician,1,29,6,4,5,7476.6,46.73,373.84,22,4,Travel_Rarely,No,5,44,6,2,3,4,4,3,3,3,No,Y,80
1273,56,Male,Married,5,Life Sciences,Human Resources,HR Associate,5,30,9,0,5,25119,156.99,1255.92,18,12,Travel_Rarely,Yes,7,39,5,4,4,1,2,4,3,2,No,Y,80
1274,54,Female,Married,5,Medical,IT,Systems Administrator,4,5,5,0,2,14224.8,88.91,711.28,6,17,Non-Travel,No,4,17,6,2,3,2,3,2,3,3,No,Y,80
1275,29,Male,Single,1,Other,Human Resources,HR Manager,1,26,3,3,1,1249.8,7.81,62.48,21,18,Travel_Rarely,Yes,5,35,3,3,4,4,1,3,3,0,Yes,Y,80
1276,38,Female,Married,3,Technical Degree,Finance,Finance Manager,5,3,3,1,3,9984,62.4,499.2,10,6,Travel_Rarely,No,0,10,5,4,3,3,4,1,3,0,Yes,Y,80
1277,29,Female,Married,5,Human Resources,Research & Development,Research Scientist,2,11,2,2,6,2424,15.15,121.2,8,27,Travel_Rarely,No,5,11,6,1,2,3,4,2,3,0,No,Y,80
1278,26,Male,Single,3,Marketing,Finance,Financial Analyst,5,2,2,0,2,42747,267.17,2137.36,25,26,Travel_Rarely,No,9,5,1,4,3,1,3,3,3,0,No,Y,80
1279,58,Male,Married,5,Technical Degree,Sales,Sales Manager,4,25,10,7,1,23791.2,148.69,1189.52,5,18,Travel_Rarely,No,9,29,4,2,2,3,1,4,4,0,No,Y,80
1280,31,Male,Divorced,2,Medical,Research & Development,Research Scientist,2,8,8,5,2,5049.6,31.56,252.48,6,19,Travel_Frequently,Yes,0,14,3,1,4,4,3,3,3,3,No,Y,80
1281,46,Male,Married,1,Life Sciences,Research & Development,Lab Technician,2,23,0,0,0,10034.4,62.71,501.68,23,27,Travel_Frequently,Yes,6,33,3,1,2,1,1,4,3,0,No,Y,80
1282,64,Male,Divorced,2,Other,Research & Development,R&D Manager,5,27,9,3,3,8913,55.71,445.68,10,11,Travel_Frequently,No,9,31,0,4,2,2,1,3,4,2,No,Y,80
1283,23,Male,Divorced,4,Other,Sales,Sales Manager,4,27,8,0,4,18926.4,118.29,946.32,5,12,Travel_Rarely,Yes,1,31,6,1,2,4,1,1,3,2,No,Y,80
1284,38,Male,Married,4,Life Sciences,IT,IT Manager,1,22,9,7,1,3723,23.27,186.16,6,26,Non-Travel,Yes,4,35,4,3,3,3,3,1,4,0,No,Y,80
1285,54,Female,Single,4,Medical,Finance,Accountant,3,12,6,3,8,13872.6,86.7,693.6,23,21,Travel_Rarely,No,4,16,4,3,1,3,2,1,3,2,No,Y,80
1286,49,Female,Single,3,Medical,IT,Software Engineer,4,12,6,1,5,12475.2,77.97,623.76,6,4,Travel_Frequently,No,7,16,4,4,1,4,3,4,4,2,No,Y,80
1287,30,Male,Divorced,4,Medical,IT,Software Engineer,4,2,1,1,2,10190.4,63.69,509.52,22,13,Travel_Frequently,Yes,3,11,4,2,3,4,4,4,3,0,No,Y,80
1288,32,Female,Married,4,Other,Human Resources,HR Associate,2,2,2,2,2,6454.8,40.34,322.72,7,23,Travel_Rarely,No,2,10,1,2,3,2,3,4,4,0,No,Y,80
1289,60,Female,Married,1,Technical Degree,Research & Development,Research Scientist,3,30,0,0,2,3843,24.02,192.16,25,12,Non-Travel,Yes,5,36,6,1,2,1,3,3,4,0,No,Y,80
1290,40,Male,Divorced,2,Medical,Research & Development,Research Scientist,1,0,0,0,0,6888,43.05,344.4,13,30,Travel_Frequently,Yes,1,8,5,1,3,1,4,2,3,1,No,Y,80
1291,52,Female,Divorced,5,Medical,Human Resources,HR Associate,2,3,1,1,3,5294.4,33.09,264.72,12,3,Travel_Rarely,No,9,5,4,1,1,1,4,2,4,1,No,Y,80
1292,51,Female,Divorced,5,Technical Degree,Research & Development,R&D Manager,3,11,8,7,7,11923.2,74.52,596.16,16,28,Travel_Rarely,No,3,20,4,2,2,4,2,3,3,1,No,Y,80
1293,34,Female,Married,1,Life Sciences,Finance,Finance Manager,5,24,2,0,5,8262,51.64,413.12,12,9,Travel_Frequently,No,3,29,4,4,2,1,3,4,3,3,No,Y,80
1294,24,Female,Divorced,2,Human Resources,IT,Software Engineer,3,10,8,7,1,24919.2,155.75,1246,9,2,Non-Travel,No,5,16,0,2,4,3,2,1,3,1,No,Y,80
1295,64,Male,Divorced,1,Technical Degree,Human Resources,Recruiter,1,8,4,3,0,7447.8,46.55,372.4,8,1,Travel_Frequently,Yes,4,17,2,2,4,3,3,4,3,1,Yes,Y,80
1296,28,Female,Single,3,Medical,Research & Development,Research Scientist,3,25,9,7,2,21949.2,137.18,1097.44,18,27,Non-Travel,No,0,27,0,1,2,3,2,3,3,3,No,Y,80
1297,57,Female,Divorced,4,Other,Sales,Sales Manager,5,16,8,1,7,31152,194.7,1557.6,17,2,Non-Travel,Yes,1,27,4,2,4,3,2,4,3,1,No,Y,80
1298,40,Female,Divorced,1,Medical,Research & Development,Research Scientist,2,5,2,2,5,7591.2,47.45,379.6,22,2,Travel_Frequently,Yes,4,19,1,1,3,2,4,4,3,3,No,Y,80
1299,38,Female,Single,4,Life Sciences,Research & Development,Lab Technician,4,13,5,5,0,4946.4,30.91,247.28,19,13,Non-Travel,Yes,2,17,0,2,2,1,2,4,4,1,No,Y,80
1300,50,Female,Single,4,Marketing,Research & Development,R&D Manager,2,6,0,0,5,15057.6,94.11,752.88,23,27,Travel_Frequently,Yes,0,18,3,4,1,3,3,2,3,1,No,Y,80
1301,35,Female,Married,5,Other,Human Resources,Recruiter,5,2,1,1,2,23274,145.46,1163.68,8,5,Travel_Frequently,Yes,1,2,6,4,2,4,1,4,3,0,No,Y,80
1302,46,Male,Married,5,Life Sciences,Sales,Sales Manager,4,23,5,5,5,33823.2,211.39,1691.12,22,26,Non-Travel,No,9,31,1,1,2,4,2,1,3,3,No,Y,80
1303,43,Female,Divorced,4,Medical,Finance,Accountant,4,13,8,7,7,23992.8,149.95,1199.6,16,19,Travel_Rarely,No,8,26,0,2,3,1,4,3,4,0,No,Y,80
1304,57,Male,Single,5,Other,IT,Software Engineer,2,13,7,2,3,6340.8,39.63,317.04,24,20,Travel_Rarely,No,6,16,2,1,1,1,1,1,3,0,No,Y,80
1305,41,Male,Married,2,Other,Research & Development,Lab Technician,3,15,9,2,1,11313,70.71,565.68,23,20,Travel_Rarely,Yes,0,27,0,4,3,4,1,3,4,0,No,Y,80
1306,36,Female,Divorced,1,Technical Degree,Finance,Finance Manager,5,12,7,3,6,28221,176.38,1411.04,10,2,Non-Travel,No,1,13,6,2,2,4,2,4,3,1,No,Y,80
1307,58,Female,Divorced,4,Medical,Human Resources,HR Manager,5,15,1,1,5,39522,247.01,1976.08,19,20,Travel_Rarely,Yes,7,29,0,1,1,3,3,1,4,3,No,Y,80
1308,62,Male,Single,4,Life Sciences,IT,Software Engineer,5,10,6,6,1,7716,48.23,385.84,21,11,Non-Travel,No,3,21,4,4,4,3,2,2,4,3,No,Y,80
1309,25,Female,Single,4,Medical,Research & Development,Lab Technician,4,26,7,6,5,28176,176.1,1408.8,17,26,Travel_Frequently,No,8,40,5,4,4,3,3,4,3,2,No,Y,80
1310,39,Male,Married,3,Marketing,Sales,Sales Manager,2,8,0,0,3,11102.4,69.39,555.12,20,6,Non-Travel,Yes,8,16,5,4,3,2,3,3,4,1,No,Y,80
1311,39,Female,Divorced,1,Technical Degree,IT,Systems Administrator,3,7,7,3,3,25110,156.94,1255.52,22,12,Travel_Frequently,Yes,2,10,1,4,4,3,1,3,4,0,No,Y,80
1312,35,Female,Single,3,Life Sciences,Human Resources,HR Associate,4,6,2,2,0,17155.2,107.22,857.76,8,2,Non-Travel,Yes,6,17,4,2,4,4,2,2,4,3,No,Y,80
1313,39,Female,Divorced,4,Technical Degree,Sales,Sales Executive,2,27,2,2,3,17809.2,111.31,890.48,23,20,Travel_Frequently,No,1,37,4,2,1,3,1,1,4,0,No,Y,80
1314,49,Female,Single,4,Human Resources,Sales,Sales Manager,5,10,1,1,4,31446,196.54,1572.32,13,19,Travel_Frequently,No,9,25,1,2,2,1,4,1,3,1,No,Y,80
1315,63,Female,Married,3,Other,Finance,Finance Manager,5,6,5,0,5,38865,242.91,1943.28,25,22,Travel_Rarely,No,0,11,6,4,1,4,4,3,3,3,Yes,Y,80
1316,62,Male,Divorced,5,Other,Sales,Sales Executive,5,5,3,3,1,16734,104.59,836.72,23,4,Travel_Rarely,Yes,7,19,2,3,3,1,2,2,3,3,Yes,Y,80
1317,53,Male,Divorced,1,Life Sciences,Finance,Finance Manager,3,3,0,0,3,4802.4,30.01,240.08,20,2,Travel_Frequently,Yes,8,12,3,3,2,1,2,3,3,2,No,Y,80
1318,43,Female,Divorced,3,Other,Sales,Sales Representative,3,19,2,2,2,18759.6,117.25,938,6,20,Travel_Rarely,Yes,1,33,4,2,4,3,2,1,3,2,No,Y,80
